GVKEY,YEAR,CUSIP,CITY,CONAME,INDDESC,STATE,EXECID,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,EXEC_MNAME,GENDER,NAMEPREFIX,PAGE,TITLE,Birthdate,Astrological_Sign,rownum,month,day,CEO,CEO_top,CEO_low,chief_including CEO,Chief_excluding CEO,chief_low,chief_low_CEO_low,SVP,VP,VP_SVP
6008,1954,45814010,Santa Clara,INTEL CORP,Semiconductors,CA,27792,Arvind,Arvind Sodhani,Sodhani,,MALE,Mr.,,senior vp & president-Intel Capital,3/11/1954,Pisces,232,3,11,,,,,,0,0,1,,1
10894,1954,90265310,Highlands Ranch,UDR INC,Residential REITs,CO,24864,Ella,Ella S. Neyland,Neyland,S.,FEMA,Ms.,64,executive vp & treasurer,3/20/1954,Pisces,868,3,20,,,,,,0,0,,1,1
9555,1954,81211K10,Charlotte,SEALED AIR CORP,Paper Packaging,NC,38596,Ruth,Ruth Roper,Roper,,FEMA,Ms.,61,Vice President,3/24/1954,Aries,3727,3,24,,,,,,0,0,,1,1
29733,1954,57328410,Raleigh,MARTIN MARIETTA MATERIALS,Construction Materials,NC,47515,Daniel,Daniel L. Grant,Grant,L.,MALE,Mr.,61,Senior Vice President of Strategy and Development,3/25/1954,,600,3,25,,,,,,0,0,1,,1
3026,1954,17134010,Ewing,CHURCH & DWIGHT INC,Household Products,NJ,36804,Susan,Susan E. Goldy,Goldy,E.,FEMA,Ms.,62,"Executive Vice President, Secretary and General Counsel",3/31/1954,Aries,4033,3,31,,,,,,0,0,,1,1
8402,1954,70432610,Rochester,PAYCHEX INC,Data Processing & Outsourced Services,NY,17343,Daniel,Daniel A. Canzano,Canzano,A.,MALE,Mr.,63,vp-information technology,4/3/1954,,572,4,3,,,,,,0,0,,1,1
1722,1954,3948310,Chicago,ARCHER-DANIELS-MIDLAND CO,Agricultural Products,IL,50383,Gregor,Gregory A. Morris,Morris,A.,MALE,Mr.,44,Senior Vice President and President of Global Oilseeds Processing Bu,4/5/1954,aries,1189,4,5,,,,,,0,0,1,,1
4016,1954,25667710,Goodlettsville,DOLLAR GENERAL CORP,General Merchandise Stores,TN,17055,Stonie,Stonie O'Briant,O'Briant,,MALE,Mr.,63,executive vp-strategic initiatives,4/7/1954,Aries,4009,4,7,,,,,,0,0,,1,1
28477,1954,30244510,Wilsonville,FLIR SYSTEMS INC,Electronic Equipment & Instruments,OR,47065,Jeffre,Jeffrey D. Frank,Frank,D.,MALE,Mr.,59,Senior Vice President of Global Product Strategy,4/16/1954,Aries,1663,4,16,,,,,,0,0,1,,1
140760,1954,61166W10,St. Louis,MONSANTO CO,Fertilizers & Agricultural Chemicals,MO,40712,David,David F. Snively,Snively,F.,MALE,Mr.,62,"Executive Vice President, General Counsel and Secretary",4/26/1954,,706,4,26,,,,,,0,0,,1,1
24925,1954,77669610,Sarasota,ROPER TECHNOLOGIES INC,Industrial Conglomerates,FL,12367,Nigel,Nigel W. Crocker,Crocker,W.,MALE,Mr.,61,Group Vice President,6/2/1954,Gemini,5018,6,2,,,,,,0,0,,1,1
10016,1954,85450210,New Britain,STANLEY BLACK & DECKER INC,Industrial Machinery,CT,24688,John,"John H. Garlock, Jr.","Garlock, Jr.",H.,MALE,Mr.,,vp;president-fastening systems,6/5/1954,Gemini,1866,6,5,,,,,,0,0,,1,1
5606,1954,40434L10,Palo Alto,HP INC,"Technology Hardware, Storage & Peripherals",CA,25861,Vyomes,Vyomesh I. Joshi,Joshi,I.,MALE,Mr.,62,Executive Vice President of Imaging & Printing Group,6/11/1954,Gemini,3154,6,11,,,,,,0,0,,1,1
118122,1954,G2782310,Gillingham,DELPHI AUTOMOTIVE PLC,Auto Parts & Equipment,Un,36297,Ronald,Ronald M. Pirtle,Pirtle,M.,MALE,Mr.,62,"Vice President, President of Delphi Powertrain Systems and President",6/19/1954,Gemini,3699,6,19,,,,,,0,0,,1,1
3735,1954,23585110,Washington,DANAHER CORP,Health Care Equipment,DC,21000,Philip,Philip W. Knisely,Knisely,W.,MALE,Mr.,62,executive vp,6/23/1954,Cancer,3432,6,23,,,,,,0,0,,1,1
24216,1954,00130H10,Arlington,AES CORP,Independent Power Producers & Energy Trade,VA,44015,Mary,Mary E. Wood,Wood,E.,FEMA,Ms.,61,"Principal Accounting Officer, Vice President and Controller",7/9/1954,Cancer,2451,7,9,,,,,,0,0,,1,1
165052,1954,90431110,Baltimore,UNDER ARMOUR INC,"Apparel, Accessories & Luxury Goods",MD,41086,Daniel,Daniel J. Sawall,Sawall,J.,MALE,Mr.,61,Vice President of Retail,7/14/1954,,595,7,14,,,,,,0,0,,1,1
188255,1954,34964C10,Deerfield,FORTUNE BRANDS HOME & SECUR,Building Products,IL,47206,Robert,Robert K. Biggart,Biggart,K.,MALE,Mr.,62,"Senior Vice President, General Counsel and Corporate Secretary",7/17/1954,Cancer,2866,7,17,,,,,,0,0,1,,1
4640,1954,31677310,Cincinnati,FIFTH THIRD BANCORP,Regional Banks,OH,27450,Robert,Robert A. Sullivan,Sullivan,A.,MALE,Mr.,61,Senior Executive Vice President,7/28/1954,Leo,2766,7,28,,,,,,0,0,1,,1
3413,1954,20911510,New York,CONSOLIDATED EDISON INC,Multi-Utilities,NY,42461,Elizab,"Elizabeth D. Moore, Esq.","Moore, Esq.",D.,FEMA,Ms.,64,Senior Vice President and General Counsel,7/29/1954,Leo,862,7,29,,,,,,0,0,1,,1
4517,1954,65339F10,Juno Beach,NEXTERA ENERGY INC,Electric Utilities,FL,30370,John,John A. Stall,Stall,A.,MALE,Mr.,61,president-nuclear division;executive vp-nuclear division FPL,8/1/1954,leo,1778,8,1,,,,,,0,0,,1,1
61591,1954,64110D10,Sunnyvale,NETAPP INC,"Technology Hardware, Storage & Peripherals",CA,50116,Jeffre,Jeffrey K. Bergmann,Bergmann,K.,MALE,Mr.,,Vice President of Corporate Finance,8/3/1954,Leo,1677,8,3,,,,,,0,0,,1,1
122841,1954,75657710,Raleigh,RED HAT INC,Systems Software,NC,27330,Arun,Arun Oberoi,Oberoi,,MALE,Mr.,62,Executive Vice President of Global Sales & Services,8/7/1954,Leo,231,8,7,,,,,,0,0,,1,1
20779,1954,17275R10,San Jose,CISCO SYSTEMS INC,Communications Equipment,CA,25606,Randal,Randall E. Pond,Pond,E.,MALE,Mr.,62,"Executive Vice President of Operations, Processes & Systems",8/17/1954,Leo,3502,8,17,,,,,,0,0,,1,1
6649,1954,52466010,Carthage,LEGGETT & PLATT INC,Home Furnishings,MO,26046,Jack,Jack D. Crusa,Crusa,D.,MALE,Mr.,61,Senior Vice President of Operations,8/20/1954,leo,1382,8,20,,,,,,0,0,1,,1
10793,1954,90249410,Springdale,TYSON FOODS INC  -CL A,Packaged Foods & Meats,AR,32349,J.,J. Alberto Gonzalez-Pita,Gonzalez-Pita,Alber,MALE,Mr.,61,executive vp & general counsel,8/20/1954,leo,1342,8,20,,,,,,0,0,,1,1
7881,1954,65163910,Greenwood Villag,NEWMONT MINING CORP,Gold,CO,35095,M.,"M. Stephen Enders, Ph.D.","Enders, Ph.D.",Steph,MALE,Dr.,61,former senior vp-exploration,8/26/1954,Virgo,2266,8,26,,,,,,0,0,1,,1
117768,1954,67066G10,Santa Clara,NVIDIA CORP,Semiconductors,CA,31171,Ajay,Ajay K. Puri,Puri,K.,MALE,Mr.,62,Executive Vice President of Worldwide Field Operations,8/28/1954,Virgo,29,8,28,,,,,,0,0,,1,1
61676,1954,17737610,Fort Lauderdale,CITRIX SYSTEMS INC,Application Software,FL,24713,Stefan,Stefan Sjostrom,Sjostrom,,MALE,Mr.,63,vp-EMEA sales & general manager,9/4/1954,Virgo,3856,9,4,,,,,,0,0,,1,1
2086,1954,7181310,Deerfield,BAXTER INTERNATIONAL INC,Health Care Equipment,IL,16344,Joy,Joy A. Amundson,Amundson,A.,FEMA,Ms.,61,"Corporate Vice President, President of Bioscience Business and Presi",9/24/1954,Libra,2122,9,24,,,,,,0,0,,1,1
5878,1954,45230810,Glenview,ILLINOIS TOOL WORKS,Industrial Machinery,IL,43883,Roland,Roland M. Martel,Martel,M.,MALE,Mr.,61,Executive Vice President of Specialty Products Segment,10/9/1954,Libra,3678,10,9,,,,,,0,0,,1,1
25356,1954,30219G10,Saint Louis,EXPRESS SCRIPTS HOLDING CO,Health Care Services,MO,49285,James,James M. Havel,Havel,M.,MALE,Mr.,61,Executive Vice President of Finance,10/9/1954,Libra,1519,10,9,,,,,,0,0,,1,1
150699,1954,17179810,Denver,CIMAREX ENERGY CO,Oil & Gas Exploration & Production,CO,21486,Stephe,Stephen Parker Bell,Bell,Parke,MALE,Mr.,61,Executive Vice President of Business Development,10/13/1954,Libra,3915,10,13,,,,,,0,0,,1,1
5786,1954,44615010,Columbus,HUNTINGTON BANCSHARES,Regional Banks,OH,36911,Nichol,Nicholas J. G. Stanutz,Stanutz,J. G.,MALE,Mr.,61,"Senior Executive Vice President of Asset Based Lending, Commercial R",10/16/1954,Libra,5000,10,16,,,,,,0,0,1,,1
5073,1954,37045V10,Detroit,GENERAL MOTORS CO,Automobile Manufacturers,MI,36278,Robert,Robert S. Osborne,Osborne,S.,MALE,Mr.,61,group vp & general counsel,10/21/1954,Libra,3620,10,21,,,,,,0,0,,1,1
10121,1954,63938C10,Wilmington,NAVIENT CORP,Consumer Finance,DE,32686,Robert,Robert S. Lavet,Lavet,S.,MALE,Mr.,,senior vp,10/23/1954,Scorpio,3615,10,23,,,,,,0,0,1,,1
28477,1954,30244510,Wilsonville,FLIR SYSTEMS INC,Electronic Equipment & Instruments,OR,48772,David,David A. Muessle,Muessle,A.,MALE,Mr.,61,Vice President and Corporate Controller,10/25/1954,,651,10,25,,,,,,0,0,,1,1
5073,1954,37045V10,Detroit,GENERAL MOTORS CO,Automobile Manufacturers,MI,24754,T.,T. A. Gottschalk,Gottschalk,A.,MALE,Mr.,,executive vp-law and public policy,10/28/1954,Scorpio,4048,10,28,,,,,,0,0,,1,1
12151,1954,22207020,New York,COTY INC,Personal Products,NY,50013,Darryl,Darryl McCall,McCall,,MALE,Mr.,61,Executive Vice President of Global Operations,11/10/1954,,636,11,10,,,,,,0,0,,1,1
28733,1954,29476L10,Chicago,EQUITY RESIDENTIAL,Residential REITs,IL,21145,Freder,Frederick C. Tuomi,Tuomi,C.,MALE,Mr.,61,Executive Vice President and President of Property Management,11/12/1954,Scorpio,1004,11,12,,,,,,0,0,,1,1
180711,1954,Y0982710,Singapore,BROADCOM LTD,Semiconductors,Si,46334,Patric,Patricia H. McCall,McCall,H.,FEMA,Ms.,61,General Counsel and Vice President,11/24/1954,Sagittarius,5068,11,24,,,,,,0,0,,1,1
5878,1954,45230810,Glenview,ILLINOIS TOOL WORKS,Industrial Machinery,IL,43884,Craig,Craig A. Hindman,Hindman,A.,MALE,Mr.,61,Executive Vice President of Industrial Packaging,12/3/1954,,505,12,3,,,,,,0,0,,1,1
2403,1954,11012210,New York,BRISTOL-MYERS SQUIBB CO,Pharmaceuticals,NY,30947,Anthon,Anthony C. Hooper,Hooper,C.,MALE,Mr.,61,"Senior Vice President of Commercial Operations, Member of Management",12/8/1954,Sagittarius,182,12,8,,,,,,0,0,1,,1
1602,1954,3116210,Thousand Oaks,AMGEN INC,Biotechnology,CA,30947,Anthon,Anthony C. Hooper,Hooper,C.,MALE,Mr.,61,Executive Vice President of Global Commercial Operations,12/8/1954,Sagittarius,181,12,8,,,,,,0,0,,1,1
1878,1954,5276910,San Rafael,AUTODESK INC,Application Software,CA,13083,George,George M. Bado,Bado,M.,MALE,Mr.,62,Executive Vice President of Sales and Services,12/9/1954,Sagittarius,1100,12,9,,,,,,0,0,,1,1
22325,1954,98391910,San Jose,XILINX INC,Semiconductors,CA,35721,Frank,Frank A. Tornaghi,Tornaghi,A.,MALE,Mr.,62,Senior Vice President of Worldwide Sales,12/13/1954,Sagittarius,962,12,13,,,,,,0,0,1,,1
186989,1954,56585A10,Findlay,MARATHON PETROLEUM CORP,Oil & Gas Refining & Marketing,OH,42108,Richar,Richard D. Bedell,Bedell,D.,MALE,Mr.,62,Senior Vice President of Refining,12/13/1954,Sagittarius,3589,12,13,,,,,,0,0,1,,1
8030,1954,67034610,Charlotte,NUCOR CORP,Steel,NC,18794,Joseph,"Joseph A. Rutkowski, Jr.","Rutkowski, Jr",A.,MALE,Mr.,61,Executive Vice President of Business Development - International and,12/23/1954,Capricorn,2062,12,23,,,,,,0,0,,1,1
1161,1954,790310,Sunnyvale,ADVANCED MICRO DEVICES,Semiconductors,CA,32499,Mario,Mario Alberto Rivas,Rivas,Alber,MALE,Mr.,61,former executive vp-computation products group,12/24/1954,Capricorn,2310,12,24,,,,,,0,0,,1,1
2435,1954,11563720,Louisville,BROWN FORMAN CORP,Distillers & Vintners,KY,20210,Mark,Mark I. McCallum,McCallum,I.,MALE,Mr.,62,Executive Vice President and President of Jack Daniel's Brands,12/27/1954,Capricorn,2357,12,27,,,,,,0,0,,1,1
66368,1954,9.23E+14,Reston,VERISIGN INC,Internet Software & Services,VA,29635,Russel,"Russell S. Lewis, B.S., M.B","Lewis, B.S.,",S.,MALE,Mr.,61,Executive Vice President of Strategy & Technical Operations,12/30/1954,Capricorn,3721,12,30,,,,,,0,0,,1,1
28733,1955,29476L10,Chicago,EQUITY RESIDENTIAL,Residential REITs,IL,35383,Bruce,Bruce C. Strohm,Strohm,C.,MALE,Mr.,61,"Executive Vice President, General Counsel and Corporate Secretary",1/27/1955,Aquarius,398,1,27,,,,,,0,0,,1,1
8358,1955,70109410,Cleveland,PARKER-HANNIFIN CORP,Industrial Machinery,OH,46452,Jeffer,Jeffery A. Cullman,Cullman,A.,MALE,Mr.,61,Vice President and President of Hydraulics Group,2/1/1955,Aquarius,1636,2,1,,,,,,0,0,,1,1
29173,1955,65129010,The Woodlands,NEWFIELD EXPLORATION CO,Oil & Gas Exploration & Production,TX,16620,Elliot,Elliott Pew,Pew,,MALE,Mr.,,executive vp-exploration,2/14/1955,Aquarius,875,2,14,,,,,,0,0,,1,1
63527,1955,85891210,Lake Forest,STERICYCLE INC,Environmental & Facilities Services,IL,26488,Richar,Richard L. Foss,Foss,L.,MALE,Mr.,61,Executive Vice President and President of International Operations,2/17/1955,Aquarius,2705,2,17,,,,,,0,0,,1,1
24975,1955,87160710,Mountain View,SYNOPSYS INC,Application Software,CA,16013,Raul,Raul Camposano,Camposano,,MALE,Mr.,61,senior vp; general manager-Silicon Engineering Group,3/3/1955,Pisces,3519,3,3,,,,,,0,0,1,,1
142953,1955,60920710,Deerfield,MONDELEZ INTERNATIONAL INC,Packaged Foods & Meats,IL,20860,Timoth,Timothy R. McLevish,McLevish,R.,MALE,Mr.,61,Executive Vice President,3/30/1955,Aries,3081,3,30,,,,,,0,0,,1,1
150937,1955,G7945M10,Dublin,SEAGATE TECHNOLOGY PLC,"Technology Hardware, Storage & Peripherals",Ir,4997,Albert,"Albert A. Pimentel, CPA","Pimentel, CPA",A.,MALE,Mr.,61,Executive Vice President,4/27/1955,Taurus,59,4,27,,,,,,0,0,,1,1
136725,1955,4.61E+64,Sunnyvale,INTUITIVE SURGICAL INC,Health Care Equipment,CA,23538,John,"John F. Runkel, Jr.","Runkel, Jr.",F.,MALE,Mr.,60,former senior vp & general counsel,4/27/1955,Taurus,1850,4,27,,,,,,0,0,1,,1
5680,1955,43707610,Atlanta,HOME DEPOT INC,Home Improvement Retail,GA,47293,Timoth,Timothy M. Crow,Crow,M.,MALE,Mr.,60,Executive Vice President of Human Resources,5/8/1955,Taurus,3066,5,8,,,,,,0,0,,1,1
11636,1955,98412110,Norwalk,XEROX CORP,"Technology Hardware, Storage & Peripherals",CT,47394,Robert,Robert K. Zapfel,Zapfel,K.,MALE,Mr.,61,Corporate Executive Vice President and President of Xerox Services,5/8/1955,Taurus,2871,5,8,,,,,,0,0,,1,1
8253,1955,69371810,Bellevue,PACCAR INC,Construction Machinery & Heavy Trucks,WA,10825,Gary,Gary L. Moore,Moore,L.,MALE,,60,Executive Vice President,5/15/1955,,1057,5,15,,,,,,0,0,,1,1
7343,1955,59511210,Boise,MICRON TECHNOLOGY INC,Semiconductors,ID,20216,Roderi,Roderic W. Lewis,Lewis,W.,MALE,Mr.,61,"Vice President of Legal Affairs, General Counsel and Corporate Secre",5/17/1955,Taurus,3654,5,17,,,,,,0,0,,1,1
1678,1955,3741110,Houston,APACHE CORP,Oil & Gas Exploration & Production,TX,41129,Thomas,Thomas P. Chambers,Chambers,P.,MALE,Mr.,61,Senior Vice President of Finance,5/27/1955,Gemini,3015,5,27,,,,,,0,0,1,,1
118122,1955,G2782310,Gillingham,DELPHI AUTOMOTIVE PLC,Auto Parts & Equipment,Un,33723,Guy,Guy C. Hachey,Hachey,C.,MALE,Mr.,61,"vp; president-Powertrain-Europe, Middle East & Africa",5/28/1955,gemini,1226,5,28,,,,,,0,0,,1,1
8030,1955,67034610,Charlotte,NUCOR CORP,Steel,NC,47343,James,James R. Darsey,Darsey,R.,MALE,Mr.,60,Executive Vice President of Merchant and Rebar Products,5/28/1955,Gemini,1542,5,28,,,,,,0,0,,1,1
14477,1955,94106L10,Houston,WASTE MANAGEMENT INC,Environmental & Facilities Services,TX,41316,Jeff,Jeff M. Harris,Harris,M.,MALE,Mr.,61,Senior Vice President of Operations,5/30/1955,Gemini,1634,5,30,,,,,,0,0,1,,1
2086,1955,7181310,Deerfield,BAXTER INTERNATIONAL INC,Health Care Equipment,IL,40791,Jeanne,"Jeanne K. Mason, Ph.D.","Mason, Ph.D.",K.,FEMA,Ms.,60,Corporate Vice President of Human Resources,6/2/1955,Gemini,1630,6,2,,,,,,0,0,,1,1
2086,1955,7181310,Deerfield,BAXTER INTERNATIONAL INC,Health Care Equipment,IL,27622,John,John J. Greisch,Greisch,J.,MALE,Mr.,61,Corporate Vice President and President of International,6/10/1955,Gemini,1878,6,10,,,,,,0,0,,1,1
141459,1955,H2906T10,Schaffhausen,GARMIN LTD,Consumer Electronics,Sw,43794,Andrew,Andrew R. Etkind,Etkind,R.,MALE,Mr.,60,"Vice President, General Counsel and Secretary",6/27/1955,Cancer,146,6,27,,,,,,0,0,,1,1
2086,1955,7181310,Deerfield,BAXTER INTERNATIONAL INC,Health Care Equipment,IL,36759,Bruce,Bruce H. McGillivray,McGillivray,H.,MALE,Mr.,61,Corporate Vice President and President of Renal - Baxter Healthcare,7/3/1955,Cancer,406,7,3,,,,,,0,0,,1,1
24856,1955,37555810,Foster City,GILEAD SCIENCES INC,Biotechnology,CA,24876,Michae,Michael K. Inouye,Inouye,K.,MALE,Mr.,61,senior vp-sales and marketing,7/12/1955,Cancer,2623,7,12,,,,,,0,0,1,,1
2184,1955,8651610,Richfield,BEST BUY CO INC,Computer & Electronics Retail,MN,40067,Michae,Michael A. Vitelli,Vitelli,A.,MALE,Mr.,61,Executive Vice President and President of US Operations,7/17/1955,Cancer,2521,7,17,,,,,,0,0,,1,1
10499,1955,88250810,Dallas,TEXAS INSTRUMENTS INC,Semiconductors,TX,24522,Gilles,Gilles S. Delfassy,Delfassy,S.,MALE,Mr.,60,former senior vp,7/22/1955,Cancer,1141,7,22,,,,,,0,0,1,,1
8253,1955,69371810,Bellevue,PACCAR INC,Construction Machinery & Heavy Trucks,WA,46928,Robert,Robert A. Bengston,Bengston,A.,MALE,Mr.,60,Senior Vice President of Financial Services,7/26/1955,Leo,2750,7,26,,,,,,0,0,1,,1
11584,1955,34484910,New York,FOOT LOCKER INC,Apparel Retail,NY,22258,Jeffre,Jeffrey L. Berk,Berk,L.,MALE,Mr.,60,Senior Vice President of Real Estate,7/28/1955,Leo,1678,7,28,,,,,,0,0,1,,1
7912,1955,65504410,Houston,NOBLE ENERGY INC,Oil & Gas Exploration & Production,TX,47340,Arnold,Arnold J. Johnson,Johnson,J.,MALE,Mr.,60,"Senior Vice President, General Counsel and Secretary",8/2/1955,Leo,215,8,2,,,,,,0,0,1,,1
28338,1955,H8817H10,Vernier,TRANSOCEAN LTD,Oil & Gas Drilling,Sw,39173,Arnaud,Arnaud Albert Yves Bobillie,Bobillier,Alber,MALE,Mr.,61,Executive Vice President of Operations Integrity,8/7/1955,Leo,211,8,7,,,,,,0,0,,1,1
1878,1955,5276910,San Rafael,AUTODESK INC,Application Software,CA,21724,Joseph,Joseph H. Astroth,Astroth,H.,MALE,Mr.,,executive vp-location services division,8/15/1955,Leo,2087,8,15,,,,,,0,0,,1,1
139665,1955,61536910,New York,MOODY'S CORP,Financial Exchanges & Data,NY,23180,Jeanne,Jeanne M. Dering,Dering,M.,FEMA,Ms.,60,executive vp-global regulatory affairs & compliance,8/18/1955,Leo,1631,8,18,,,,,,0,0,,1,1
6216,1955,46981410,Dallas,JACOBS ENGINEERING GROUP INC,Construction & Engineering,TX,48347,Philip,Philip John Stassi,Stassi,John,MALE,Mr.,61,Executive Vice President of Operations,8/18/1955,Leo,3426,8,18,,,,,,0,0,,1,1
8007,1955,94974610,San Francisco,WELLS FARGO & CO,Diversified Banks,CA,18696,David,David Allen Hoyt,Hoyt,Allen,MALE,Mr.,60,Senior Executive Vice President of Wholesale Banking,8/22/1955,,662,8,22,,,,,,0,0,1,,1
11506,1955,96945710,Tulsa,WILLIAMS COS INC,Oil & Gas Storage & Transportation,OK,24674,Philli,Phillip D. Wright,Wright,D.,MALE,Mr.,61,Senior Vice President of Corporate Development,8/23/1955,Virgo,3437,8,23,,,,,,0,0,1,,1
10920,1955,91131210,Atlanta,UNITED PARCEL SERVICE INC,Air Freight & Logistics,GA,35152,Robert,Robert E. Stoffel,Stoffel,E.,MALE,Mr.,60,"senior vp-engineering, strategy and supply chain",8/25/1955,Virgo,2815,8,25,,,,,,0,0,1,,1
11554,1955,1880210,Madison,ALLIANT ENERGY CORP,Electric Utilities,WI,44292,Wayne,Wayne A. Reschke,Reschke,A.,MALE,Mr.,60,Senior Vice President,8/26/1955,Virgo,3197,8,26,,,,,,0,0,1,,1
1177,1955,00817Y10,Hartford,AETNA INC,Managed Health Care,CT,27635,Craig,Craig R. Callen,Callen,R.,MALE,Mr.,60,former senior vp-strategic planning & business development,8/31/1955,,523,8,31,,,,,,0,0,1,,1
24925,1955,77669610,Sarasota,ROPER TECHNOLOGIES INC,Industrial Conglomerates,FL,17658,David,David B. Liner,Liner,B.,MALE,Mr.,60,Vice President of Legal Affairs,9/1/1955,,670,9,1,,,,,,0,0,,1,1
8898,1955,75473010,St. Petersburg,RAYMOND JAMES FINANCIAL CORP,Investment Banking & Brokerage,FL,24203,Van,Van C. Sayler,Sayler,C.,MALE,Mr.,61,Senior Vice President of Fixed Income - Raymond James & Associates,9/7/1955,Virgo,3122,9,7,,,,,,0,0,1,,1
4598,1955,31428X10,Memphis,FEDEX CORP,Air Freight & Logistics,TN,17409,T.,T. Michael Glenn,Glenn,Micha,MALE,Mr.,61,Executive Vice President of Market Development & Corporate Communica,9/17/1955,Virgo,4050,9,17,,,,,,0,0,,1,1
6682,1955,52728810,New York,LEUCADIA NATIONAL CORP,Multi-Sector Holdings,NY,40856,Michae,"Michael J. Sharp, J.D.","Sharp, J.D.",J.,MALE,Mr.,60,Executive Vice President and General Counsel,9/18/1955,Virgo,2614,9,18,,,,,,0,0,,1,1
6733,1955,50179710,Columbus,L BRANDS INC,Apparel Retail,OH,10050,Daniel,Daniel P. Finkelman,Finkelman,P.,MALE,Mr.,,senior vp-brand and business planning,10/12/1955,,606,10,12,,,,,,0,0,1,,1
112168,1955,76075910,Phoenix,REPUBLIC SERVICES INC,Environmental & Facilities Services,AZ,21907,Timoth,Timothy R. Donovan,Donovan,R.,MALE,Mr.,60,"Executive Vice President, Secretary and General Counsel",10/19/1955,Libra,3078,10,19,,,,,,0,0,,1,1
65609,1955,12541W20,Eden Prairie,C H ROBINSON WORLDWIDE INC,Air Freight & Logistics,MN,29602,James,James E. Butts,Butts,E.,MALE,Mr.,60,Senior Vice President of Transportation,10/19/1955,Libra,1453,10,19,,,,,,0,0,1,,1
1177,1955,00817Y10,Hartford,AETNA INC,Managed Health Care,CT,32592,Willia,"William James Casazza, J.D.","Casazza, J.D.",James,MALE,Mr.,60,Executive Vice President and General Counsel,10/20/1955,Libra,3295,10,20,,,,,,0,0,,1,1
2111,1955,7588710,Franklin Lakes,BECTON DICKINSON & CO,Health Care Equipment,NJ,43648,Jeffre,"Jeffrey S. Sherman, Esq.","Sherman, Esq.",S.,MALE,Mr.,61,Executive Vice President and General Counsel,10/26/1955,Scorpio,1702,10,26,,,,,,0,0,,1,1
25283,1955,50025510,Menomonee Falls,KOHL'S CORP,Department Stores,WI,29231,Peggy,Peggy Eskenasi,Eskenasi,,FEMA,Ms.,61,Senior Executive Vice President,11/6/1955,Scorpio,5169,11,6,,,,,,0,0,1,,1
1678,1955,3741110,Houston,APACHE CORP,Oil & Gas Exploration & Production,TX,21162,Lisa,Lisa A. Stewart,Stewart,A.,FEMA,Ms.,59,executive vp-business development and E &P services,11/8/1955,Scorpio,2205,11,8,,,,,,0,0,,1,1
20548,1955,12709710,Houston,CABOT OIL & GAS CORP,Oil & Gas Exploration & Production,TX,19058,Jeffre,Jeffrey W. Hutton,Hutton,W.,MALE,Mr.,60,Senior Vice President of Marketing,11/10/1955,Scorpio,1710,11,10,,,,,,0,0,1,,1
24856,1955,37555810,Foster City,GILEAD SCIENCES INC,Biotechnology,CA,17647,Mark,Mark L. Perry,Perry,L.,MALE,Mr.,61,executive vp-operations,11/29/1955,Sagittarius,2374,11,29,,,,,,0,0,,1,1
65967,1955,29414D10,Nashville,ENVISION HEALTHCARE CORP,Health Care Services,TN,29904,Frank,Frank J. Coll,Coll,J.,MALE,Mr.,58,former senior vp-operations,11/29/1955,Sagittarius,972,11,29,,,,,,0,0,1,,1
1161,1955,790310,Sunnyvale,ADVANCED MICRO DEVICES,Semiconductors,CA,32500,David,David E. Orton,Orton,E.,MALE,Mr.,60,former executive vp-visual and media business,12/12/1955,,695,12,12,,,,,,0,0,,1,1
4087,1955,26353410,Wilmington,DU PONT (E I) DE NEMOURS,Diversified Chemicals,DE,36853,James,James C. Borel,Borel,C.,MALE,Mr.,60,Executive Vice President,12/26/1955,Capricorn,1431,12,26,,,,,,0,0,,1,1
6078,1955,45950610,New York,INTL FLAVORS & FRAGRANCES,Specialty Chemicals,NY,23256,D.,D. Wayne Howard,Howard,Wayne,MALE,Mr.,,executive vp-global operations,12/31/1955,,554,12,31,,,,,,0,0,,1,1
